id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
10534,Dream On (as made famous by Depeche Mode),Retro Mode - Enjoy The Silence,Electro All-Stars,262.63465,0.0402691673567,0.163855309996,0
10535,Bodysighs,We Have Everything We Need,Shelleyan Orphan,292.57098,0.542056945673,0.390588358095,2008
10536,Nanatsu No Ko,Kyun,Yuko Kanzaki,193.82812,0.0210826560279,0.165342237781,0
10537,Pill Jockey,The 7 Inches & Rarities,Ten Volt Shock,136.33261,0.0633500375875,0.386172536595,0
10538,On You,On You - Remixes 1,Jessi Malay,343.7971,0.651191757137,0.322297309596,0
10539,Open Eyes,Fever,Sleepy Sun,215.14404,0.581904713411,0.455897069321,2010
10540,Pusher (Nic Fanciulli Remix),Pusher,The Shapeshifters,530.15465,0.572198054827,0.397289699287,0
10541,Heroes Of Telemark (Pole Remix),D4,Appliance,284.02893,0.4391774375,0.326743977314,2000
10542,Annie Laurie,Rhythm Is Our Business,Jimmie Lunceford & His Orchestra,193.17506,0.335564428383,0.366382633134,0
10543,Annabelle,Revival,Gillian Welch,244.92363,0.682689868468,0.531634190674,1996
10544,The Third Revelation,The Secret of the Crystal Skulls (part 2),Alien Project,584.93342,0.635249336046,0.455121785423,0
10545,Balakono,Kassi Kasse - Mande Music From Mali,Kasse Mady Diabate,366.23628,0.429491262498,0.291373351687,0
10546,Last Chance,The Diplomats,The Diplomats,351.92118,0.618102055367,0.406861163642,0
10547,3_000 Miles (remix),Sweet Mistakes,Ellis Paul,258.0371,0.582211234946,0.381297149416,0
10548,Here On The Rock (Remastered),Side By Side,Paul Smith,262.29506,0.53632544844,0.40787228618,0
10549,Wildwood Flower,Wildwood Flower,June Carter Cash,146.28526,0.519235158526,0.370858527023,2003
10550,You've Lost That Lovin' Feeling - Original,Billy Preston's Slipin' And Slidin',Billy Preston,138.00444,0.580555352362,0.482492330521,0
10551,What I Thought (Album Version),Ozona,Goldrush,210.62485,0.517789381626,0.376582810869,0
10552,Sopa fria,E-closer,Pink Satellite,271.72526,0.451316257692,0.348030481003,0
10553,El Ultimo Trago,Interpreta A Jose Alfredo Vol.II,Antonio Aguilar,147.40853,0.616950049713,0.37274502715,0
10554,Faster Slower Disappear Come Around (Live from the Montreal International Jazz Festival),Live from the Montreal International Jazz Festival,Ben Harper And Relentless7,276.16608,0.860458107241,0.593426804135,0
10555,Reachin' Out (LP Version),Willie...Listen...Dance,Willie Mitchell,237.06077,0.511030189724,0.354164535183,0
10556,My Foolish Heart,Falling In Love - The Ultimate Collection of Essential Romantic Jazz,Sadao Watanabe,251.24526,0.442851098328,0.328962243964,2008
10557,Neon City (LP Version),Jumpin' The Gunne,Jo Jo Gunne,158.79791,0.43588344226,0.312914196072,1973
10558,Pills,Kali,Kali,452.75383,0.543350012966,0.399265149721,0
10559,The Kings Of Asia,The Inspiration Of William Blake,Jah Wobble,96.07791,0.554648728461,0.396947407496,1996
10560,Shake Sugaree,Shake Sugaree,Elizabeth Cotten,302.602,0.560215647714,0.364258870671,2004
10561,Bertso Berriak,Bilduma Bat,Ruper Ordorika,243.3824,0.49009811653,0.388246405636,0
10562,Intro,Stoned Council,Dog Faced Gods,11.75465,0.344130780571,0.188486693443,2004
10563,How To Save A Life,Acoustic In Nashville - Bootleg No. 2,The Fray,269.94893,0.852699664161,0.661349364282,2005
10564,So Appealing,The Reggae Masters: Vol. 9 (S),Pressure,224.13016,0.536091337193,0.391723109642,0
10565,Mother Mary,Sonic Brew,Black Label Society,266.9971,0.838409493538,0.495717835351,1998
10566,Harry And Maggie,Mezcal Head,Swervedriver,327.88853,0.605777783311,0.439049626878,2009
10567,Round 3: Do You Have To Ask?,I Am The Greatest!,Cassius Clay,221.43955,0.485883205805,0.282221480186,0
10568,Music Is The Key,Key To My Soul,Sarah Connor / Naturally 7,277.10649,0.68029925522,0.553981362621,2004
10569,I'll Be The Wind,Beneath The Shining Water,Dare,239.77751,0.609931100827,0.405155845227,0
10570,Dolphins Were Monkeys,The Greatest,Ian Brown,429.45261,0.760019579627,0.517680082626,0
10571,Ma Mère l'Oie (Mother Goose)_ M. 60,Ravel: Boléro_ Pavane_ Ma Mère l'Oie_ Daphnis et Chloé_ Miroirs,Minnesota Orchestra and Stanislaw Skrowaczewski,1798.60853,0.37239699122,0.369405697769,0
10572,Light Trip,Light Trip,Alive Stone,509.57016,0.336093758089,0.264110509474,0
10573,TUNNEL OF PAIN,Renaissance,Diablo,205.26975,0.619661662648,0.534758330751,0
10574,Dil Kare,Dil Kare,Sukhbir,302.99383,0.446801270178,0.323757015335,0
10575,One Family,Reach Out,Headmix,281.96526,0.356940213054,0.0,2002
10576,Electrophonic Tonic,Live_ Masonic Auditorium_ Detroit_ 01/14/1978,Sonics Rendezvous Band,251.45424,0.530333589136,0.333875612316,0
10577,Edward Blake - The Comedian (Album Version),Watchmen - Original Motion Picture Score,Tyler Bates,160.57424,0.62581098923,0.395884458453,0
10578,Peel Their Caps Back,Gang Culture,Ice T,278.54322,0.644886645341,0.503628996578,0
10579,Oisif,La Chance.,Anis,269.06077,0.595562750319,0.371423092075,2005
10580,Uncontrollable Fu (demo),Rotomusic de Liquidificapum [remastered],Pato Fu,157.43955,0.595707233901,0.416189134448,0
10581,Satie's Atelier - Dub,Soliloquy,Up_ Bustle & Out,322.7424,0.588507195437,0.381101146962,2010
10582,Lassie wi' the lint-white locks,A Celebration of Robert Burns,Shira Kammen,99.39546,0.419615864039,0.352188699934,2005
10583,L'ets Get Pregnant (Lucifer's Crank),Free Cocaine,The Dwarves,50.442,0.519871301185,0.3943208807,0
10584,Chance The Gardener,Silicone,Bang! Bang!,334.73261,0.530647787117,0.357604839904,0
10585,Jingle Bells,Christmas with Boney M.,Boney M.,208.43057,0.686802810503,0.554093395926,1981
10586,Im Tanzlokal,Wie die Tiere,Blümchen Blau,216.97261,0.308245734021,0.209193768883,0
10587,Double Down,En Route,Four80East,342.64771,0.500396284763,0.424870660926,2007
10588,Dear John,Sofa King Cool,Diesel Boy,167.73179,0.567814264001,0.376688631022,1999
10589,Floating,Ghosts Of The Great Highway,Sun Kil Moon,199.49669,0.755040644358,0.415472406426,2003
10590,Teenage Wildlife,Professional,San Serac,352.26077,0.508341249026,0.317158676351,0
10591,Bang on the Drum,THE FANTASTIC KILL,Watkin Tudor Jones,241.52771,0.184250146825,0.360373498056,2005
10592,Outro,LeToya,Letoya,97.07057,0.824315803627,0.536429435673,0
10593,Running In Circles - Live,The Contours' In The Still Of The Night,The Contours,455.99302,0.625875279453,0.410051612646,0
10594,Stranger Than Kindness,Fever Ray,Fever Ray,300.93016,0.713782885977,0.529166982926,2009
10595,Soldier returns to his homeland,The Soldier's Tale,Scottish Chamber Orchestra,181.62893,0.399702115101,0.326145927312,0
10596,Studien für den Pedal-Flügel_ 6 Pieces in Canon_ Op. 56 (arr. Theodor Kirchner): III. Andantino,Schumann: Complete Works for Piano Trio,Altenberg Trio Wien,97.77587,0.27969140859,0.20632853327,0
10597,Pisces / Almost Home,Remain in Memory : The Final Show,Good Riddance,166.53016,0.649598343701,0.490569819253,0
10598,Revolver,Evil Empire,Rage Against The Machine,329.97832,0.783458021053,0.589086799818,1996
10599,Corrupt And Immoral,The Alert,Pako & Frederik,284.39465,0.501448339908,0.352591861009,0
10600,In Harms Way,Deadbeat,Desiderii Marginis,305.44934,0.565165474811,0.403880559069,2001
10601,I Don't Know How To Love Him (Digitally Remastered),And I Love You So,Shirley Bassey,262.21669,0.707486539218,0.446338094655,0
10602,Data Love,Skip and His Elephant,Hacienda feat. Caitlin Devlin - ELK,306.72934,0.607403243668,0.405380978538,0
10603,Reggatta De Blanc,Reggatta De Blanc,The Police,187.37587,0.790367908794,0.642655961125,1979
10604,The Return Of Evil Bill,Internal Wrangler,Clinic,155.03628,0.693197882931,0.495161560615,2000
10605,Baby King Kong,In The Crack Of The Map,Blues Lee,260.33587,0.610588492776,0.0,0
10606,This Life,Martha Wainwright,Martha Wainwright,362.16118,0.704244766038,0.497568734282,2005
10607,When I B On Tha Mic,The Master,Rakim,222.9024,0.701260700538,0.418894704702,1999
10608,Love Someone Like Me,American Legend,HOLLY DUNN,194.16771,0.510631808376,0.354471278961,1991
10609,Runaway Wind (Album Version),14 Songs,Paul Westerberg,266.63138,0.723652942862,0.46556251676,1993
10610,Concerto Grosso In B Aria Larghetto E Piano N.12 III Op.6,Romantic,George Friedrich Handel,331.54567,0.620090928534,0.5517493654,0
10611,Take Me In Your Arms (Rock Me A Little While),Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,228.70159,0.773397341824,0.531662368887,1975
10612,Hound Dog,Little And Lively,Little Richard,145.3971,0.746657185938,0.493971231992,1987
10613,Helium Creed,Diarrhea Of A Madman,Dave Brockie Experience,68.12689,0.484333757966,0.335935512252,2001
10614,She Runs Away (2006 Remastered LP Version),Brighter/Later: A Duncan Sheik Anthology,DUNCAN SHEIK,223.55546,0.653458230479,0.506234722469,0
10615,Kick This Bummer,Good Morning Beautiful,By Divine Right,218.64444,0.485878929369,0.38705155735,2001
10616,Tucked In,Grand Opening,Geggy Tah,171.44118,0.518337025822,0.335335108329,1994
10617,L'Esquinade,La Vie D'Ici Bas,André Minvielle,252.26404,0.49112399325,0.420274329902,2007
10618,Ive Brussel,Música!,Jorge Ben Jor,223.32036,0.568818795721,0.512108562375,2002
10619,That's What Friends Are For,The Burt Bacharach Collection,Friends & Lovers,205.84444,0.516196234648,0.37600781909,0
10620,Feet to the Flame,Second Hand Smoke,The Handful,184.81587,0.729728159033,0.249284120752,0
10621,Hostility Dose,In The Name Of Suffering,Eyehategod,162.11546,0.67611955121,0.390361787365,1992
10622,Horror on Highway 95,Stepping Stone V:1 The Best Bands You Have Never Heard,The Reaction,99.5522,0.579411411528,0.324350181392,0
10623,Radio Player,Last Stop Suburbia,Allister,205.06077,0.666993555734,0.503625558659,2002
10624,Nice To Know You,Monuments And Melodies,Incubus,283.50649,0.899279599078,0.579441937886,2001
10625,The Romance Of The Rose,When Hearts Are Young,Dennis Day,181.68118,0.422859602408,0.345744757039,0
10626,Not Just Knee Deep,LIVE AT MONTREUX,George Clinton and Parliament,678.89587,0.684854185683,0.30460849767,0
10627,Du Gibst Mir Die Kraft,Muskeln & Küsse,Jäger 90,240.84853,0.491054979461,0.339091853947,2007
10628,Hand In Hand,The Modern Down Home Blues Sessions: Arkansas & Mississippi Vol 1,Elmore James,169.06404,0.619366855459,0.43482343141,1954
10629,Where There's A Voice,Scraps,Those Unknown,212.81914,0.415349945098,0.292147210488,0
10630,INHIBITIONS,DISTANCE,FOREVER LIKE RED,203.78077,0.476974740242,0.0,0
10631,What Have They Done?,Valse Avec Bachir,Max Richter,112.06485,0.686655227405,0.471256510104,2008
10632,Irish Love,Cal,Mark Knopfler,145.81506,0.698248230742,0.524019557955,1984
10633,At The Party (LP Version),Grandmaster Flash & The Furious Five,Grandmaster Flash & The Furious Five,194.79465,0.547576263817,0.438255329242,1983
10634,Todo Lo Bello Es Mio,Todo Lo Bello Es Mio,Los Originales De San Juan,179.61751,0.648902582007,0.389953060031,0
10635,Shot In The Dark (Original),Living It Up,Three Dog Night,187.29751,0.682692639512,0.503212418984,0
10636,Y No Esta Solo,La Argentinidad Al Palo,Bersuit Vergarabat,405.44608,0.615504102642,0.439836358888,2004
10637,Hamba Nami,Alfa and Omega,Exodus,311.95383,0.749632808459,0.439443292188,0
10638,Fall In Love_ Lady Love,Greatest Hits Live,The Dramatics,63.16363,0.628697815243,0.379940004283,0
10639,Hello Loser (1991 Digital Remaster),Honey - The Best of Bobby Goldsboro,Bobby Goldsboro,111.59465,0.534959532956,0.367415290661,0
10640,Departures,The Power Of Suggestion,Karminsky Experience Inc.,259.94404,0.592605882469,0.378871031286,2003
10641,Escalation,Live & Remix,Rie Tomosaka,294.21669,0.424862806634,0.381294298738,1996
10642,Saved By The Bell,LIVE,Robin Gibb,194.92526,0.588175951799,0.383906934251,1970
10643,Coming Home (Nacho Marco Remix),Pacha V.I.P. Vol 2,Goldfish,370.41587,0.589174875878,0.442285782391,0
10644,Hellhound,Sound and Fury,Sound And Fury,537.83465,0.676726921567,0.232304929641,0
10645,Ummm&.Yeah!,The Infrastructure,Bullys Wit Fullys,199.13098,0.615162528425,0.368121117854,0
10646,Southern Flood Blues,Good Blues Tonight - 25 Epic Tracks,Big Bill Broonzy,197.11955,0.627717985983,0.434121463469,1998
10647,Give Me Some Love,Give Me Some Love (Part 1),Antoine Clamaran & Mario Ochoa ft Lulu Hughes,426.4224,0.36141581385,0.463131969526,2007
10648,Easy Life,No Contest,Gregory Isaacs & Dennis Brown,351.37261,0.325272931289,0.292299858579,1989
10649,Tonite,Tonight Alright,Spiderbait,261.53751,0.651875556434,0.442780613597,2004
10650,Oye Mi Bomba,Viva El Sargento,Sergent Garcia,248.63302,0.650323074225,0.369575359358,1997
10651,Antwerpen,Common Dreads,Enter Shikari,194.71628,0.702307760577,0.58116639985,2009
10652,I'm A Winans Too (LP Version),We Got Next,Winans Phase 2,330.762,0.450944916136,0.440908161578,0
10653,Pretty Much Motionless,Live_ Love_ Let Go,Our Time Down Here,84.29669,0.518806760007,0.429689166197,0
10654,Drive By,Born Dead,Body Count,86.54322,0.606917685958,0.399275058134,1994
10655,The Way We Were,For You,Ricardo,250.22649,0.609864376958,0.215643974532,0
10656,Here I Am,Ritual,Shaman,355.63057,0.617787589102,0.416644114038,0
10657,Where Have All The Cowboys Gone? (Album Version),This Fire,PAULA COLE,266.65751,0.706535709586,0.486505958832,1996
10658,Smetana : Memories of Bohemia_ Polkas Op.12 : No.2 in E minor,András Schiff - Solo Piano Music,András Schiff,383.05914,0.533198810287,0.38417077599,0
10659,Dry Off Your Cheeks (Explicit),Panic Prevention,Jamie T,303.62077,0.781286860362,0.504046372057,2007
10660,Torn,Torn,Evergrey,283.29751,0.682509045848,0.471595340996,2008
10661,Burgundy Street Blues,The Second Bakersfield Concert_ 1954,George Lewis And His New Orleans Stompers,261.58975,0.0350587660947,0.0,1996
10662,What Use?,Live in Brussels Bis,Blaine L. Reininger,259.13424,0.454550166672,0.33056891685,0
10663,Lad die Liebe zu dir ein,Les chansons en or - Crazy Horse,Crazy Horse,190.35383,0.540279892402,0.34219231046,0
10664,Wrong Lover (feat Rick Ross),Round Two,J. Holiday featuring Rick Ross,252.08118,0.820093099219,0.566621891097,0
10665,Something About You,Do It For Love,Hall & Oates,242.9122,0.664924362444,0.496381145682,2003
10666,Runnings Run (Original version),Again,Chrisinti,239.43791,0.49564166668,0.29982785942,0
10667,Doorag,Listening,Let's Get Out of This Terrible Sandwich Shop,172.77342,0.439408914451,0.280777277552,0
10668,Alabeke,Nigeria Special: Modern Highlife_ Afro-sounds & Nigerian Blues 1970-76,Dan Satch & His Atomic 8 Dance Band Of Aba,274.49424,0.182667773078,0.233513691943,2007
10669,Can't Get Enough,In Concert: Merchants Of Cool,Bad Company,227.42159,0.696816891791,0.48210001892,1970
10670,Evon Is On,Dr. Dre Presents Mega Big Gangsta Rap,Dr. Dre,252.21179,0.883143665005,0.736085314699,2002
10671,(War!) Not In My Name,Rebel Songs,Goldblade,171.98975,0.554815488297,0.265146756286,2005
10672,Beautiful,Café Del Mar: Volumen Cinco y Seis,Mandalay,273.26649,0.687647874275,0.426283686475,1997
10673,Venom Eye,Threnody,Woe of Tyrants,262.00771,0.664348528623,0.451738571996,2010
10674,St George And The Dragonet,66 US Number One Hits,Stan Freberg,221.51791,0.478689225663,0.340521141336,1998
10675,You Deserve Me,Discharge,Discharge,115.53914,0.648255315756,0.424420449381,0
10676,The Establishment,Visor_ svarta och röda,Cornelis Vreeswijk,140.042,0.587765644873,0.422160565483,1972
10677,I Can't Have Sex All The Time,The art of arrogance,The Sainte Catherines,143.49016,0.721326249386,0.455223668398,2003
10678,Intro,The Return Of The Psychopath,Ganxsta Nip,145.05751,0.373991009996,0.345942610185,0
10679,The Turning Point,Playlist: The Very Best Of Toto,Toto,327.00036,0.786293941088,0.530049912816,1995
10680,Insects,In Loving Memory Of&,Let's Wrestle,205.16526,0.509780877093,0.369163079123,2008
10681,No Me Amenaces,Cuando Salgo A Los Campos,Antonio Aguilar,140.35546,0.616950049713,0.37274502715,0
10682,Noto Swing,Django Festival 2,Angelo Debarre & Moreno,193.93261,0.514083725074,0.351365979044,0
10683,Val's Blues (Digitally Remastered),Here Comes Louis Smith,Louis Smith,396.45995,0.346808882951,0.27740791821,0
10684,The Ending,(We Are) Performance,(We Are) Performance,232.01914,0.453428073606,0.402577781187,2007
10685,Yeke Yeke,Yeke Yeke,Picco,242.05016,0.551226850672,0.452923141673,2008
10686,Bayou Pon Pon,Fiddle King Of Cajun Swing,Harry Choates,157.09995,0.39438398581,0.280935294267,0
10687,Too Much Foolin' Around,20 Of Their Best,The Tams,167.57506,0.509918279624,0.382214292389,0
10688,So far away,The Vinyl Collection,John Lord Fonda,355.97016,0.421901470708,0.36723966174,2004
10689,Dancing In The Moonlight,Rarities & B-Sides,The Smashing Pumpkins,261.58975,0.887920450193,0.64722472378,1993
10690,Live And Let Love,TONGUES AND TAILS,Sophie B. Hawkins,253.49179,0.713274972364,0.377593081772,1992
10691,Pan Ddaw'r Dydd,Yn Fyw 1977 - 1981 Live,Geraint Jarman A'r Cynganeddwyr,209.78893,0.404426416647,0.271527808014,0
10692,String Quartet No. 10 in E flat Major_ D87: Scherzo (Prestissimo),Schubert: String Quartets,Belcea Quartet,119.35302,0.342452040467,0.32868246077,0
10693,Emozione (Klubbhoppers Remix),Emozione,INDIETRO,317.17832,0.403657125521,0.279929992197,0
10694,Burning Desire,Live At The Fillmore East,Jimi Hendrix,501.05424,0.840963900935,0.59506940727,1973
10695,Hanky Panky Nohow (Live),Circus Live,John Cale,299.25832,0.749317800961,0.481655862412,0
10696,The Mountains Of Mourne,Irish Sing-A-Long,The Shamrock Singers,265.27302,0.327675437351,0.269693550384,0
10697,Somewhere Between Everything,All That's Left...,Hooray! For Everything,349.07383,0.364076354592,0.0,0
10698,Land Of The Miracle (Live),Burning Down The Opera-Live,EDGUY,344.11057,0.722369986631,0.526279066458,2006
10699,Slow Down Interlude,Corage,Cora E.,25.59955,0.373261515205,0.356273408459,1998
10700,(Anaesthesia) Pulling Teath,Kill 'Em All,Metallica,254.82404,0.852136186667,0.780334119573,1983
10701,La Partida,Performs Victor Jara,Inti Illimani,212.71465,0.593678352538,0.404625280578,2004
10702,Hasta la victoria,Tú tranquilo y a lo tuyo,Fe de Ratas,240.71791,0.450652302676,0.27117753574,0
10703,String Quartet No. 13 in B flat major Op. 130: III.    Andante con moto_ ma non troppo,Beethoven : String Quartets,Borodin Quartet,349.75302,0.395970189255,0.334350544081,0
10704,Up to Midnight,Ruby Sea,Thin White Rope,227.082,0.488704810682,0.397374798167,1991
10705,STILL ALIVE (AESTHETIC PERFECTION RMX),Compendium,Solitary Experiments,302.28853,0.590928321381,0.403515214604,2007
10706,Mask of Life,Liquid Monster,Brainstorm,319.68608,0.661643145791,0.492025942863,0
10707,Liian pitkä katse,20 Suosikkia / Kuka on se oikea,Ressu Redford ja Sarita,179.53914,0.0306532885955,0.391170280651,0
10708,Universalove [Brooklyn] (OST),Universalove [Brookyn],Naked Lunch,174.86322,0.582300112596,0.0,0
10709,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,269.63546,0.768223624915,0.738869426689,0
10710,A Sad Song,Stonedhenge,Ten Years After,203.38893,0.683388516689,0.46311833993,1969
10711,I'll Be Your Lampshade,The Coast Is Never Clear,Beulah,250.98404,0.651444022373,0.444763988137,2001
10712,Stand Down (Live Version),Some People,Belouis Some,196.85832,0.508347164462,0.388666665826,1984
10713,The Calling,Unsettling Dark,Martriden,309.26322,0.541122639292,0.319619375615,2008
10714,Nada Puedo Hacer,Más Allá De Mí,La Arrolladora Banda El Limón De Rene Camacho,154.8273,0.71459990391,0.426452699124,0
10715,Beibi_ Sä Oot Mun (2001 Digital Remaster),Hyvaa Paivaa,Neljä Ruusua,246.282,0.577488949641,0.421575180003,0
10716,Child Of The Night (Album Version),Somehow_ Someway,Glenn Yarbrough,173.68771,0.569482204022,0.30173916964,0
10717,Don't Let It Bring You Down,Compus Mentus,Cutting Crew,287.13751,0.673547472086,0.451749802384,0
10718,Ferry Cross The Mersey (Mono Version) (1997 Digital Remaster),How Do You Like It? / Ferry Cross The Mersey,Gerry & The Pacemakers,145.03138,0.614237760289,0.387965888781,2002
10719,Midnightfunk,Midnightfunk,Niko Schwind,489.37751,0.505270619649,0.317270230923,0
10720,Maxwell Street Shuffle,Roamin' and Ramblin',"David ""Honeyboy"" Edwards",202.81424,0.57373468489,0.29651671019,0
10721,Home Sweet Home,10 Pebbles,Kostia,196.85832,0.492278839013,0.356070110679,1996
10722,She's Nirvana,Kill The Sun,Xandria,201.19465,0.655686678178,0.440353483488,2003
10723,This Is How It Should Feel,West Of Westchester,Dotsero,238.21016,0.418830573957,0.376808458482,0
10724,Bigot Sunshine,Lemon Parade,Tonic,173.29587,0.701521706441,0.52431892047,0
10725,Boychild,Boychild (Remixes),Mum,253.33506,0.713945881247,0.466991272287,0
10726,Vous avez l'éclat de la rose,Best of 40's and 50's_ Vol. 56,Jean Lumière,185.70404,0.29082647734,0.261822385496,0
10727,I Love You,Black Velvet,Alannah Myles,277.34159,0.623445841514,0.441728547094,2007
10728,See You Soon,Eleven Songs,Luka Bloom,248.2673,0.600612698891,0.399022269492,0
10729,Blame It On Fate (Album Version),Start The Car,Jude Cole,291.082,0.529961216216,0.385543922794,0
10730,How Did You Know,Ladies' Choice,Paul Taylor / Regina Belle,247.32689,0.664690938937,0.429261029065,0
10731,Walk Down Broadway,Tiger Town,Dash Rip Rock,220.78649,0.576418114854,0.408613641544,0
10732,Killing Me Softly With His Song [Live Album Version],Live & More,Roberta Flack and Peabo Bryson,351.73832,0.561719839062,0.385603991818,0
10733,What Could Be Better,Ocean Drive,Lighthouse Family,237.24363,0.663229687567,0.402167047517,1996
10734,A13_ Trunk Road To the Sea,Billy Bragg Vol.1,Billy Bragg,149.52444,0.703690572411,0.529195922281,0
10735,Maggie,Faded Windows,Reverie,214.62159,0.272015147038,0.0,0
10736,Call the Legion in Tonight,Live at Austin City Limits Music Festival 2006: Centro-matic,Centro-matic,186.64444,0.602713892255,0.450114795027,1995
10737,Vault Of The Vailing Souls,Embrace The Death (Re-Issue 2009),Asphyx,301.87057,0.588172325119,0.445822076702,1996
10738,Oh John,The Missing Link,Jeremy Enigk,225.30567,0.649290008639,0.401643823761,2007
10739,F-1,21,Voo Voo,153.5473,0.575296501312,0.436746792662,2006
10740,So You Win Again,Hot Chocolate - The Essential Collection,Hot Chocolate,268.2771,0.663254503477,0.503125762827,1978
10741,Cold Desert,Dare_ Dare... Surrender,Marygold,250.67057,0.504410114629,0.316315266064,2006
10742,We Play Dead,Agitator,Processor,270.18404,0.477285608079,0.338628271776,0
10743,Great Britain International&Head/Lee/Own,The Best of D-Shot: Yesterday_ Today_ & Tomorrow,D-Shot,279.53587,0.510551373665,0.312354800004,0
10744,I Never Lied To You (2001 Digital Remaster),Wouldn't You Miss Me,Syd Barrett,109.42649,0.668390543414,0.512926302099,0
10745,Should I Believe,Better Ways,F.P.,271.59465,0.494580127659,0.337271758186,2009
10746,Superhero,When I Become Me,Hanna Pakarinen,222.09261,0.621483499815,0.418618869078,2004
10747,Chasing Time,The Best Of&And More,Millenium,316.26404,0.510873904393,0.360436721129,0
10748,Some People Fly (2002 Digital Remaster),Hear In The Now Frontier,Queensryche,318.22322,0.747781625892,0.491358625447,1997
10749,Frénési (Cha Cha 32 T/M),Collection 4 - Latein Gold -,Hugo Strasser Und Sein Tanzorchester,211.30404,0.298815763188,0.320095873774,0
10750,Sunflower,Sugar,Tonic,200.48934,0.701521706441,0.52431892047,0
10751,Woods Children_ Pt. 2,At Rear House,Woods,156.99546,0.645216005032,0.483415889213,2007
10752,Christmas Time Is Here (Album Version),Snowbound,Fourplay,252.96934,0.63243705657,0.441754731627,1999
10753,El Cielo,El Cielo,Wilkins,238.15791,0.511364317519,0.378137595879,0
10754,Morning Dew,Nazareth,Nazareth,425.58649,0.711594179643,0.545764107938,1971
10755,Den enda lögn du har kvar,får ett eget liv,Björns vänner,370.36363,0.451417205676,0.351302471656,2005
10756,In The Heart Of Her Own Magic Field,In The Wake Of Evolution,Kaipa,311.90159,0.560571931014,0.357005504081,2010
10757,Don't Forget Me,The Genius Of Bluegrass - Vol 2,Lonesome Pine Fiddlers,142.81098,0.292621099114,0.274935097268,2010
10758,Minnie The Moocher (LP Version),Tales From The Ozone,Commander Cody And His Lost Planet Airmen,230.60853,0.487445647927,0.324984170301,1975
10759,Dead Romance Language Club,Stereo Girl,Element 101,166.29506,0.501404602229,0.356608255483,0
10760,Grey Day,Early Morning Walk,Laura Watling,185.7824,0.427110786989,0.358075362025,2001
10761,it won't be long now,A Week Away (Special Edition),Spearmint,157.98812,0.508452592136,0.405667330172,1999
10762,Watching Windows,Lifestyle2 - Dance Grooves Vol 2,Roni Size / Reprazent,335.41179,0.484548612511,0.375314614518,0
10763,Oscussion,The Tempest,Felix Werder,1071.90812,0.210085554782,0.0,2007
10764,Maxidizko,"#1",Microdizko,384.62649,0.532969540302,0.0,0
10765,We Are Not Alone,Dreamland,Asia 2001,421.66812,0.36683820899,0.353085944267,2000
10766,Gone In The Morning,Gone In The Morning,Newton Faulkner,152.00608,0.821576637069,0.511213682811,2007
10767,Me & U (Original),Me & U,Ultra DJ's,301.81832,0.488006664568,0.325088139607,0
10768,The Duck Trot,Yesterdays,Cab Calloway & His Orchestra,119.7971,0.536504362574,0.431841957219,0
10769,Skatin',Seven,Poco,284.49914,0.579482614977,0.401810662889,0
10770,Deformography,Antichrist Superstar (Ecopac Explicit),Marilyn Manson,271.3073,0.830185141227,0.566194830308,0
10771,Insomnia,Séance,Dark Fortress,391.07873,0.633932725779,0.416529399637,2006
10772,I've Got Five Dollars And It's Saturday Night,The Complete Capitol Hits Of Faron Young,Faron Young,127.65995,0.590473194252,0.418989674563,1990
10773,Gasoline,Gasoline,Parmalee,186.40934,0.643383755989,0.312942520797,0
10774,Olympia,Olympia,Shonky,450.0371,0.551744472934,0.414587387335,2007
10775,America's Next Top Model,Ypsilanti,Bloodlined Calligraphy,172.61669,0.578063617544,0.372593341734,2006
10776,Sonata No. 32 c minor op. 111: Maestoso - Allegro con brio ed appassionato,Ludwig van Beethoven: The Piano Sonatas_ Volume VIII,András Schiff,522.34404,0.533198810287,0.38417077599,0
10777,Sono Come Tu Mi Vuoi,Live In Punkow,CCCP - Fedeli Alla Linea,172.61669,0.490237807392,0.461623231886,1988
10778,Hello Central Give Me Heaven,Heaven,Carter Family,214.67383,0.513438518116,0.266941953023,0
10779,Good By Johnny,Fire of Love,The Gun Club,223.34649,0.680532377782,0.482978663624,1981
10780,The Mothball Fleet,We're Afraid of Heights Tonight,The Rum Diary,537.05098,0.542132221345,0.357355810631,2006
10781,Mother,The Declaration,Ashanti,310.69995,0.801795345929,0.49434299881,2008
10782,Ana,XXII,Cargo,242.54649,0.545028892639,0.396980183528,1992
10783,Played Out (feat. Kunga 219),Midriff Music,Josh Martinez,257.56689,0.602867923501,0.434391583701,0
10784,Season of Love,Africa,Lutan Fyah,242.72934,0.596145765218,0.419918804503,2008
10785,Search Party,Flashlights,So Many Dynamos,243.80036,0.632449107855,0.385153890029,2006
10786,Tiempo De Soleá,Bari,Ojos De Brujo,186.43546,0.685317892381,0.476543538994,2004
10787,Elle Pleure,Privacy,Ophélie Winter,243.77424,0.599880421041,0.263795103856,1998
10788,Start Over,Lanae' Hale - EP,Lanae' Hale,234.23955,0.544582157343,0.333114171836,0
